what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642398015
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642398078
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1266642398093
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642402765
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642402796
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266642409859
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266642413593
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266642429296
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266642431656
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642457421
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642457500
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1266642457500
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642462718
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642462750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642481906
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642484046
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642485265
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642487984
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642507000
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642507078
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1266642507078
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642529515
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642529593
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1266642529593
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266642531578
