what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641131078
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641132140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641140109
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641141218
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641146156
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641147140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641159562
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641160703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641161843
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641162828
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641173703
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641194921
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641200671
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641200765
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641203687
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641203750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641207156
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641207281
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641214812
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641214828
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641227046
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266641227125
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1266641227125
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1266641229578
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266642120390
